date,weather,minT,wind,maxT
2012-09-05,晴/晴,15,无持续风向≤3级/无持续风向≤3级,27
2012-09-06,阵雨/阵雨,17,无持续风向≤3级/无持续风向≤3级,24
2012-09-07,阴/多云,18,无持续风向≤3级/无持续风向≤3级,25
2012-09-08,晴/晴,17,无持续风向≤3级/无持续风向≤3级,27
2012-09-09,晴/晴,19,无持续风向≤3级/无持续风向≤3级,29
2012-09-10,多云/阴,20,无持续风向≤3级/无持续风向≤3级,27
2012-09-11,小到中雨/小到中雨,17,无持续风向≤3级/北风3-4级,25
2012-09-12,多云/晴,14,北风4-5级/北风3-4级,24
2012-09-13,阴/阴,11,无持续风向≤3级/无持续风向≤3级,24
2012-09-14,晴/晴,12,无持续风向≤3级/无持续风向≤3级,25
2012-09-15,晴/晴,13,无持续风向≤3级/无持续风向≤3级,26
2012-09-16,晴/晴,15,无持续风向≤3级/无持续风向≤3级,27
2012-09-17,晴/晴,15,无持续风向≤3级/无持续风向≤3级,28
2012-09-18,晴/晴,14,无持续风向≤3级/无持续风向≤3级,29
2012-09-19,多云/晴,15,无持续风向≤3级/无持续风向≤3级,28
2012-09-20,晴/多云,18,无持续风向≤3级/无持续风向≤3级,29
2012-09-21,阵雨/阵雨,16,无持续风向≤3级/无持续风向≤3级,25
2012-09-22,阴/晴,16,无持续风向≤3级/无持续风向≤3级,26
2012-09-23,晴/晴,16,无持续风向≤3级/无持续风向≤3级,28
2012-09-24,多云/阴,17,无持续风向≤3级/无持续风向≤3级,26
2012-09-25,小到中雨/小雨,14,无持续风向≤3级/无持续风向≤3级,22
2012-09-26,晴/阴,15,无持续风向≤3级/无持续风向≤3级,26
2012-09-27,阵雨/多云,13,北风5-6级/北风5-6级,23
2012-09-28,晴/晴,11,北风5-6级/北风3-4级,22
2012-09-29,晴/晴,10,无持续风向≤3级/无持续风向≤3级,25
2012-09-30,晴/晴,11,无持续风向≤3级/无持续风向≤3级,25
2012-08-01,小雨/阴,21,无持续风向≤3级/无持续风向≤3级,24
2012-08-02,晴/多云,23,无持续风向≤3级/无持续风向≤3级,29
2012-08-03,阴/阴,23,无持续风向≤3级/无持续风向≤3级,28
2012-08-04,晴/阴,23,无持续风向≤3级/无持续风向≤3级,32
2012-08-05,阴/多云,24,无持续风向≤3级/无持续风向≤3级,31
2012-08-06,晴/多云,24,无持续风向≤3级/无持续风向≤3级,32
2012-08-07,晴/雷阵雨,25,无持续风向≤3级/无持续风向≤3级,32
2012-08-08,雷阵雨/阴,24,无持续风向≤3级/无持续风向≤3级,29
2012-08-09,晴/晴,22,无持续风向≤3级/无持续风向≤3级,34
2012-08-10,晴/多云,24,无持续风向≤3级/无持续风向≤3级,33
2012-08-11,阴/阵雨,23,无持续风向≤3级/无持续风向≤3级,29
2012-08-12,阵雨/多云,21,无持续风向≤3级/无持续风向≤3级,28
2012-08-13,晴/多云,22,无持续风向≤3级/无持续风向≤3级,30
2012-08-14,阴/阵雨,19,无持续风向≤3级/无持续风向≤3级,27
2012-08-15,晴/晴,20,无持续风向≤3级/无持续风向≤3级,31
2012-08-16,晴/多云,22,无持续风向≤3级/无持续风向≤3级,31
2012-08-17,阴/阵雨,22,无持续风向≤3级/无持续风向≤3级,29
2012-08-18,阴/阴,22,无持续风向≤3级/无持续风向≤3级,28
2012-08-19,晴/多云,22,无持续风向≤3级/无持续风向≤3级,31
2012-08-20,阴/阵雨,21,无持续风向≤3级/北风3-4级,30
2012-08-21,晴/晴,17,北风3-4级/北风3-4级,29
2012-08-22,晴/晴,16,无持续风向≤3级/无持续风向≤3级,28
2012-08-23,晴/晴,18,无持续风向≤3级/无持续风向≤3级,30
2012-08-24,晴/晴,18,无持续风向≤3级/无持续风向≤3级,29
2012-08-25,晴/晴,19,无持续风向≤3级/无持续风向≤3级,30
2012-08-26,多云/阵雨,22,无持续风向≤3级/无持续风向≤3级,29
2012-08-27,阵雨/雷阵雨,21,无持续风向≤3级/无持续风向≤3级,27
2012-08-28,多云/晴,22,无持续风向≤3级/无持续风向≤3级,33
2012-08-29,晴/晴,22,无持续风向≤3级/无持续风向≤3级,34
2012-08-30,晴/多云,24,无持续风向≤3级/无持续风向≤3级,34
2012-08-31,雷阵雨/阴,24,无持续风向≤3级/无持续风向≤3级,31
2012-07-01,雷阵雨/多云,23,无持续风向≤3级/无持续风向≤3级,35
2012-07-02,晴/晴,23,无持续风向≤3级/无持续风向≤3级,35
2012-07-03,晴/多云,24,无持续风向≤3级/无持续风向≤3级,35
2012-07-04,雷阵雨/小到中雨,22,无持续风向≤3级/无持续风向≤3级,30
2012-07-05,阴/阴,22,无持续风向≤3级/无持续风向≤3级,31
2012-07-06,多云/雷阵雨,22,无持续风向≤3级/无持续风向≤3级,32
2012-07-07,雷阵雨/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,28
2012-07-08,小雨/雷阵雨,24,无持续风向≤3级/无持续风向≤3级,30
2012-07-09,阴/中雨,22,无持续风向≤3级/无持续风向≤3级,30
2012-07-10,雷阵雨/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,31
2012-07-11,晴/雷阵雨,23,无持续风向≤3级/无持续风向≤3级,34
2012-07-12,雷阵雨/阵雨,22,无持续风向≤3级/无持续风向≤3级,32
2012-07-13,多云/阴,22,无持续风向≤3级/无持续风向≤3级,30
2012-07-14,多云/多云,21,无持续风向≤3级/无持续风向≤3级,31
2012-07-15,晴/晴,22,无持续风向≤3级/无持续风向≤3级,33
2012-07-16,晴/晴,23,无持续风向≤3级/无持续风向≤3级,34
2012-07-17,晴/晴,23,无持续风向≤3级/无持续风向≤3级,34
2012-07-18,多云/多云,23,无持续风向≤3级/无持续风向≤3级,32
2012-07-19,多云/多云,25,无持续风向≤3级/无持续风向≤3级,32
2012-07-20,多云/多云,26,无持续风向≤3级/无持续风向≤3级,33
2012-07-21,中雨/暴雨,23,无持续风向≤3级/无持续风向≤3级,30
2012-07-22,多云/晴,22,无持续风向≤3级/无持续风向≤3级,33
2012-07-23,晴/多云,24,无持续风向≤3级/无持续风向≤3级,33
2012-07-24,阴/阴,24,无持续风向≤3级/无持续风向≤3级,30
2012-07-25,小到中雨/中到大雨,23,无持续风向≤3级/无持续风向≤3级,29
2012-07-26,雷阵雨/阵雨,24,无持续风向≤3级/无持续风向≤3级,28
2012-07-27,雷阵雨/中雨,24,无持续风向≤3级/无持续风向≤3级,28
2012-07-28,大雨/中雨,23,无持续风向≤3级/无持续风向≤3级,27
2012-07-29,晴/晴,23,无持续风向≤3级/无持续风向≤3级,34
2012-07-30,多云/中雨,22,无持续风向≤3级/无持续风向≤3级,31
2012-07-31,中雨/小雨,19,无持续风向≤3级/无持续风向≤3级,25
2012-06-01,阴/雷阵雨,16,无持续风向≤3级/无持续风向≤3级,24
2012-06-02,多云/雷阵雨,17,无持续风向≤3级/无持续风向≤3级,28
2012-06-03,中雨/阴,16,无持续风向≤3级/无持续风向≤3级,25
2012-06-04,晴/多云,19,无持续风向≤3级/无持续风向≤3级,32
2012-06-05,多云/多云,20,无持续风向≤3级/无持续风向≤3级,32
2012-06-06,阴/雷阵雨,20,无持续风向≤3级/无持续风向≤3级,31
2012-06-07,多云/雷阵雨,21,无持续风向≤3级/无持续风向≤3级,32
2012-06-08,多云/多云,22,无持续风向≤3级/无持续风向≤3级,33
2012-06-09,雷阵雨/雷阵雨,18,无持续风向≤3级/无持续风向≤3级,32
2012-06-10,多云/晴,15,北风3-4级/无持续风向≤3级,29
2012-06-11,晴/多云,18,无持续风向≤3级/无持续风向≤3级,32
2012-06-12,阴/阴,18,无持续风向≤3级/无持续风向≤3级,29
2012-06-13,雷阵雨/雷阵雨,17,无持续风向≤3级/无持续风向≤3级,26
2012-06-14,多云/阴,17,无持续风向≤3级/无持续风向≤3级,27
2012-06-15,多云/多云,17,无持续风向≤3级/无持续风向≤3级,29
2012-06-16,晴/晴,22,无持续风向≤3级/无持续风向≤3级,34
2012-06-17,晴/晴,24,无持续风向≤3级/无持续风向≤3级,38
2012-06-18,多云/多云,23,无持续风向≤3级/无持续风向≤3级,37
2012-06-19,多云/阴,23,无持续风向≤3级/无持续风向≤3级,33
2012-06-20,阴/阴,22,无持续风向≤3级/无持续风向≤3级,32
2012-06-21,多云/阴,22,无持续风向≤3级/无持续风向≤3级,32
2012-06-22,阴/阴,22,无持续风向≤3级/无持续风向≤3级,31
2012-06-23,多云/雷阵雨,22,无持续风向≤3级/无持续风向≤3级,30
2012-06-24,中雨/雷阵雨,20,无持续风向≤3级/无持续风向≤3级,26
2012-06-25,阴/雾,22,无持续风向≤3级/无持续风向≤3级,28
2012-06-26,阵雨/阴,22,无持续风向≤3级/无持续风向≤3级,26
2012-06-27,多云/阵雨,21,无持续风向≤3级/无持续风向≤3级,27
2012-06-28,中雨/中雨,20,无持续风向≤3级/无持续风向≤3级,25
2012-06-29,小雨/多云,19,无持续风向≤3级/无持续风向≤3级,26
2012-06-30,晴/晴,22,无持续风向≤3级/无持续风向≤3级,33
2012-05-01,阴/阴,14,无持续风向≤3级/无持续风向≤3级,22
2012-05-02,晴/晴,16,无持续风向≤3级/无持续风向≤3级,30
2012-05-03,晴/晴,18,无持续风向≤3级/无持续风向≤3级,31
2012-05-04,多云/多云,17,无持续风向≤3级/无持续风向≤3级,32
2012-05-05,晴/晴,15,无持续风向≤3级/无持续风向≤3级,31
2012-05-06,晴/多云,18,无持续风向≤3级/无持续风向≤3级,31
2012-05-07,晴/阵雨,14,无持续风向≤3级/无持续风向≤3级,25
2012-05-08,晴/晴,16,无持续风向≤3级/无持续风向≤3级,30
2012-05-09,阴/阴,17,无持续风向≤3级/无持续风向≤3级,29
2012-05-10,晴/阵雨,18,无持续风向≤3级/无持续风向≤3级,30
2012-05-11,小到中雨/小到中雨,16,无持续风向≤3级/无持续风向≤3级,23
2012-05-12,阵雨/晴,12,北风3-4级/无持续风向≤3级,25
2012-05-13,阴/多云,15,无持续风向≤3级/无持续风向≤3级,26
2012-05-14,晴/多云,13,北风4-5级/北风3-4级,25
2012-05-15,晴/多云,14,无持续风向≤3级/北风3-4级,27
2012-05-16,晴/晴,15,北风3-4级/北风3-4级,27
2012-05-17,晴/晴,16,无持续风向≤3级/无持续风向≤3级,30
2012-05-18,晴/雷阵雨,18,南风3-4级/无持续风向≤3级,32
2012-05-19,雷阵雨/雷阵雨,18,无持续风向≤3级/无持续风向≤3级,30
2012-05-20,雷阵雨/多云,17,无持续风向≤3级/无持续风向≤3级,27
2012-05-21,阴/阴,20,无持续风向≤3级/无持续风向≤3级,28
2012-05-22,阴/多云,17,无持续风向≤3级/无持续风向≤3级,27
2012-05-23,晴/多云,18,无持续风向≤3级/无持续风向≤3级,28
2012-05-24,晴/多云,16,无持续风向≤3级/无持续风向≤3级,29
2012-05-25,晴/阴,15,无持续风向≤3级/无持续风向≤3级,28
2012-05-26,晴/晴,19,无持续风向≤3级/无持续风向≤3级,33
2012-05-27,晴/晴,20,无持续风向≤3级/无持续风向≤3级,34
2012-05-28,晴/阴,22,南风3-4级/无持续风向≤3级,33
2012-05-29,雷阵雨/阴,15,无持续风向≤3级/无持续风向≤3级,27
2012-05-30,晴/多云,14,无持续风向≤3级/无持续风向≤3级,27
2012-05-31,阴/雷阵雨,17,无持续风向≤3级/无持续风向≤3级,27
2012-04-01,多云/小雨,5,无持续风向≤3级/无持续风向≤3级,12
2012-04-02,阵雨/多云,5,北风5-6级/北风5-6级,11
2012-04-03,晴/浮尘,4,北风4-5级/无持续风向≤3级,18
2012-04-04,晴/晴,7,西北风4-5级/北风4-5级,19
2012-04-05,晴/多云,4,北风4-5级/无持续风向≤3级,17
2012-04-06,晴/晴,7,无持续风向≤3级/无持续风向≤3级,20
2012-04-07,多云/晴,10,无持续风向≤3级/北风3-4级,24
2012-04-08,晴/晴,8,无持续风向≤3级/无持续风向≤3级,22
2012-04-09,晴/多云,14,南风3-4级/无持续风向≤3级,25
2012-04-10,阵雨/阴,10,北风3-4级/北风4-5级,20
2012-04-11,晴/多云,9,北风4-5级/无持续风向≤3级,20
2012-04-12,晴/晴,10,无持续风向≤3级/无持续风向≤3级,23
2012-04-13,晴/晴,11,无持续风向≤3级/无持续风向≤3级,26
2012-04-14,多云/多云,14,南风3-4级/无持续风向≤3级,28
2012-04-15,多云/晴,9,北风4-5级/北风4-5级,27
2012-04-16,晴/晴,10,无持续风向≤3级/无持续风向≤3级,23
2012-04-17,晴/多云,14,南风3-4级/南风3-4级,28
2012-04-18,阴/阵雨,14,南风3-4级/无持续风向≤3级,24
2012-04-19,雷阵雨/雷阵雨,12,无持续风向≤3级/无持续风向≤3级,22
2012-04-20,多云/阵雨,11,无持续风向≤3级/无持续风向≤3级,23
2012-04-21,小雨/雾,11,无持续风向≤3级/无持续风向≤3级,18
2012-04-22,多云/雾,9,南风3-4级/无持续风向≤3级,19
2012-04-23,阴/中到大雨,14,无持续风向≤3级/无持续风向≤3级,25
2012-04-24,中雨/小雨,11,北风3-4级/北风3-4级,19
2012-04-25,晴/晴,6,北风4-5级/北风3-4级,21
2012-04-26,晴/多云,13,无持续风向≤3级/北风3-4级,24
2012-04-27,晴/晴,12,北风4-5级/北风4-5级,23
2012-04-28,多云/晴,10,无持续风向≤3级/无持续风向≤3级,22
2012-04-29,多云/浮尘,12,无持续风向≤3级/无持续风向≤3级,21
2012-04-30,阴/阵雨,16,无持续风向≤3级/无持续风向≤3级,24
2012-03-01,雨夹雪/雨夹雪,-2,无持续风向≤3级/无持续风向≤3级,3
2012-03-02,小雪/阴,-1,无持续风向≤3级/无持续风向≤3级,5
2012-03-03,阴/阴,-2,无持续风向≤3级/无持续风向≤3级,4
2012-03-04,阴/阴,-1,无持续风向≤3级/无持续风向≤3级,5
2012-03-05,雨夹雪/多云,0,无持续风向≤3级/无持续风向≤3级,5
2012-03-06,晴/晴,-2,无持续风向≤3级/无持续风向≤3级,10
2012-03-07,晴/晴,-2,无持续风向≤3级/无持续风向≤3级,10
2012-03-08,晴/多云,-5,无持续风向≤3级/无持续风向≤3级,6
2012-03-09,阴/多云,-3,无持续风向≤3级/无持续风向≤3级,6
2012-03-10,晴/晴,-4,北风3-4级/北风3-4级,6
2012-03-11,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,6
2012-03-12,晴/晴,-3,无持续风向≤3级/无持续风向≤3级,9
2012-03-13,晴/晴,-1,无持续风向≤3级/无持续风向≤3级,13
2012-03-14,晴/晴,0,无持续风向≤3级/无持续风向≤3级,13
2012-03-15,晴/小雨,4,无持续风向≤3级/无持续风向≤3级,10
2012-03-16,阴/多云,4,无持续风向≤3级/无持续风向≤3级,14
2012-03-17,雾/小雨,0,无持续风向≤3级/无持续风向≤3级,12
2012-03-18,阴/多云,-2,北风3-4级/无持续风向≤3级,6
2012-03-19,多云/阴,-1,无持续风向≤3级/无持续风向≤3级,7
2012-03-20,多云/多云,2,无持续风向≤3级/无持续风向≤3级,12
2012-03-21,多云/小雨,5,无持续风向≤3级/无持续风向≤3级,12
2012-03-22,小雨/小雨,3,无持续风向≤3级/北风3-4级,7
2012-03-23,阴/晴,2,北风5-6级/西北风4-5级,12
2012-03-24,晴/晴,1,北风3-4级/无持续风向≤3级,14
2012-03-25,晴/晴,2,无持续风向≤3级/无持续风向≤3级,15
2012-03-26,晴/晴,1,无持续风向≤3级/无持续风向≤3级,15
2012-03-27,晴/晴,6,无持续风向≤3级/无持续风向≤3级,20
2012-03-28,多云/小雨,10,无持续风向≤3级/无持续风向≤3级,20
2012-03-29,阴/多云,6,北风5-6级/北风5-6级,19
2012-03-30,晴/多云,3,北风5-6级/北风4-5级,13
2012-03-31,晴/多云,1,无持续风向≤3级/无持续风向≤3级,17
2012-02-01,晴/晴,-12,北风3-4级/无持续风向≤3级,-3
2012-02-02,晴/晴,-11,无持续风向≤3级/无持续风向≤3级,-1
2012-02-03,晴/晴,-9,无持续风向≤3级/无持续风向≤3级,2
2012-02-04,晴/多云,-6,无持续风向≤3级/无持续风向≤3级,3
2012-02-05,多云/多云,-6,无持续风向≤3级/北风4-5级,3
2012-02-06,晴/晴,-11,北风5-6级/北风4-5级,-3
2012-02-07,晴/晴,-10,北风3-4级/北风3-4级,-1
2012-02-08,晴/晴,-8,北风3-4级/无持续风向≤3级,2
2012-02-09,晴/多云,-8,无持续风向≤3级/无持续风向≤3级,4
2012-02-10,晴/晴,-8,无持续风向≤3级/无持续风向≤3级,3
2012-02-11,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,5
2012-02-12,多云/多云,-4,无持续风向≤3级/无持续风向≤3级,5
2012-02-13,多云/阴,-3,无持续风向≤3级/北风3-4级,5
2012-02-14,晴/多云,-6,北风3-4级/无持续风向≤3级,4
2012-02-15,晴/晴,-5,无持续风向≤3级/北风3-4级,4
2012-02-16,晴/晴,-7,北风3-4级/北风3-4级,2
2012-02-17,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,2
2012-02-18,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,4
2012-02-19,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,6
2012-02-20,晴/多云,-4,无持续风向≤3级/无持续风向≤3级,8
2012-02-21,多云/多云,-2,无持续风向≤3级/无持续风向≤3级,5
2012-02-22,阴/晴,-2,北风3-4级/北风3-4级,7
2012-02-23,晴/阴,-2,无持续风向≤3级/无持续风向≤3级,5
2012-02-24,阴/多云,-4,北风3-4级/无持续风向≤3级,5
2012-02-25,晴/多云,-5,无持续风向≤3级/无持续风向≤3级,4
2012-02-26,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,6
2012-02-27,晴/晴,-3,无持续风向≤3级/无持续风向≤3级,7
2012-02-28,多云/多云,-1,无持续风向≤3级/无持续风向≤3级,6
2012-02-29,多云/多云,0,无持续风向≤3级/无持续风向≤3级,8
2012-01-01,多云/阴,-4,无持续风向≤3级/无持续风向≤3级,1
2012-01-02,多云/晴,-6,北风4-5级/北风4-5级,2
2012-01-03,晴/晴,-8,北风3-4级/无持续风向≤3级,1
2012-01-04,晴/晴,-10,无持续风向≤3级/无持续风向≤3级,1
2012-01-05,晴/阴,-8,无持续风向≤3级/无持续风向≤3级,2
2012-01-06,多云/小雪,-6,无持续风向≤3级/无持续风向≤3级,0
2012-01-07,小雪/阴,-6,无持续风向≤3级/无持续风向≤3级,-1
2012-01-08,多云/晴,-8,无持续风向≤3级/无持续风向≤3级,2
2012-01-09,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,2
2012-01-10,晴/晴,-8,北风3-4级/无持续风向≤3级,3
2012-01-11,晴/晴,-10,无持续风向≤3级/无持续风向≤3级,2
2012-01-12,晴/晴,-8,无持续风向≤3级/无持续风向≤3级,3
2012-01-13,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,4
2012-01-14,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,4
2012-01-15,晴/多云,-6,无持续风向≤3级/无持续风向≤3级,3
2012-01-16,多云/雾,-5,无持续风向≤3级/无持续风向≤3级,2
2012-01-17,阴/多云,-4,无持续风向≤3级/无持续风向≤3级,2
2012-01-18,多云/雾,-3,无持续风向≤3级/无持续风向≤3级,2
2012-01-19,小雪/小雪,-4,无持续风向≤3级/无持续风向≤3级,0
2012-01-20,阴/多云,-9,无持续风向≤3级/无持续风向≤3级,-1
2012-01-21,多云/晴,-12,北风3-4级/无持续风向≤3级,-3
2012-01-22,晴/晴,-13,无持续风向≤3级/无持续风向≤3级,-4
2012-01-23,晴/晴,-11,无持续风向≤3级/无持续风向≤3级,-1
2012-01-24,晴/晴,-11,无持续风向≤3级/无持续风向≤3级,0
2012-01-25,晴/晴,-11,无持续风向≤3级/无持续风向≤3级,1
2012-01-26,晴/晴,-9,无持续风向≤3级/无持续风向≤3级,2
2012-01-27,晴/阴,-8,无持续风向≤3级/无持续风向≤3级,2
2012-01-28,小雪/阴,-9,无持续风向≤3级/无持续风向≤3级,-1
2012-01-29,晴/多云,-9,无持续风向≤3级/无持续风向≤3级,-1
2012-01-30,小雪/多云,-8,无持续风向≤3级/无持续风向≤3级,-2
2012-01-31,多云/晴,-11,北风3-4级/北风3-4级,0
2011-12-01,晴/阴,-2,无持续风向≤3级/无持续风向≤3级,4
2011-12-02,阴/阴,-4,无持续风向≤3级/无持续风向≤3级,4
2011-12-03,雾/晴,-5,无持续风向≤3级/无持续风向≤3级,4
2011-12-04,晴/雾,-3,无持续风向≤3级/无持续风向≤3级,5
2011-12-05,小雪/小雪,-2,无持续风向≤3级/无持续风向≤3级,2
2011-12-06,雨夹雪/小雪,-1,无持续风向≤3级/北风3-4级,1
2011-12-07,阴/晴,-6,北风3-4级/北风3-4级,4
2011-12-08,晴/晴,-8,北风3-4级/无持续风向≤3级,0
2011-12-09,晴/晴,-5,无持续风向≤3级/北风3-4级,1
2011-12-10,晴/晴,-5,北风3-4级/无持续风向≤3级,5
2011-12-11,晴/晴,-4,无持续风向≤3级/无持续风向≤3级,7
2011-12-12,晴/多云,-3,无持续风向≤3级/无持续风向≤3级,7
2011-12-13,多云/晴,-4,无持续风向≤3级/北风3-4级,5
2011-12-14,晴/晴,-6,北风4-5级/北风3-4级,2
2011-12-15,晴/晴,-8,北风4-5级/北风4-5级,0
2011-12-16,晴/晴,-8,无持续风向≤3级/无持续风向≤3级,1
2011-12-17,晴/晴,-9,无持续风向≤3级/无持续风向≤3级,3
2011-12-18,晴/多云,-7,无持续风向≤3级/无持续风向≤3级,2
2011-12-19,多云/多云,-5,无持续风向≤3级/无持续风向≤3级,2
2011-12-20,晴/多云,-4,无持续风向≤3级/北风3-4级,2
2011-12-21,晴/晴,-6,北风4-5级/北风3-4级,2
2011-12-22,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,2
2011-12-23,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,3
2011-12-24,晴/晴,-6,无持续风向≤3级/无持续风向≤3级,3
2011-12-25,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,4
2011-12-26,晴/多云,-5,无持续风向≤3级/无持续风向≤3级,2
2011-12-27,多云/多云,-5,无持续风向≤3级/无持续风向≤3级,3
2011-12-28,晴/晴,-7,无持续风向≤3级/无持续风向≤3级,5
2011-12-29,小雪/小雪,-5,无持续风向微风/无持续风向微风,-2
2011-12-30,阴/阴,-5,无持续风向≤3级/无持续风向≤3级,1
2011-12-31,多云/晴,-7,无持续风向≤3级/无持续风向≤3级,4
2011-11-01,小雨/阴,8,无持续风向≤3级/无持续风向≤3级,15
2011-11-02,晴/阴,9,无持续风向≤3级/无持续风向≤3级,16
2011-11-03,阴/小雨,9,无持续风向≤3级/无持续风向≤3级,14
2011-11-04,小雨/多云,9,无持续风向≤3级/无持续风向≤3级,14
2011-11-05,多云/阴,9,无持续风向≤3级/无持续风向≤3级,16
2011-11-06,多云/多云,7,无持续风向≤3级/无持续风向≤3级,15
2011-11-07,多云/阴,8,无持续风向≤3级/无持续风向≤3级,13
2011-11-08,阴/晴,3,无持续风向≤3级/无持续风向≤3级,13
2011-11-09,晴/晴,3,无持续风向≤3级/无持续风向≤3级,14
2011-11-10,晴/晴,3,无持续风向≤3级/无持续风向≤3级,16
2011-11-11,多云/阴,7,无持续风向≤3级/无持续风向≤3级,14
2011-11-12,晴/晴,2,北风3-4级/北风3-4级,15
2011-11-13,晴/晴,0,无持续风向≤3级/无持续风向≤3级,12
2011-11-14,晴/晴,1,无持续风向≤3级/无持续风向≤3级,13
2011-11-15,晴/雾,3,无持续风向≤3级/无持续风向≤3级,12
2011-11-16,阴/小雨,6,无持续风向≤3级/无持续风向≤3级,10
2011-11-17,小雨/多云,3,无持续风向≤3级/无持续风向≤3级,8
2011-11-18,多云/阴,3,无持续风向≤3级/北风3-4级,12
2011-11-19,晴/晴,-3,北风3-4级/无持续风向≤3级,9
2011-11-20,晴/晴,-3,无持续风向≤3级/无持续风向≤3级,9
2011-11-21,晴/阴,1,无持续风向≤3级/无持续风向≤3级,9
2011-11-22,阴/晴,-2,北风4-5级/北风4-5级,10
2011-11-23,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,7
2011-11-24,晴/多云,-3,无持续风向≤3级/无持续风向≤3级,8
2011-11-25,晴/多云,0,无持续风向≤3级/无持续风向≤3级,6
2011-11-26,多云/多云,-1,无持续风向≤3级/无持续风向≤3级,9
2011-11-27,晴/多云,0,无持续风向≤3级/无持续风向≤3级,7
2011-11-28,阴/阴,0,无持续风向≤3级/无持续风向≤3级,5
2011-11-29,阴/阴,-3,无持续风向≤3级/无持续风向≤3级,4
2011-11-30,晴/晴,-5,无持续风向≤3级/无持续风向≤3级,5
2011-10-01,晴/晴,10,无持续风向≤3级/无持续风向≤3级,21
2011-10-02,晴/晴,7,无持续风向≤3级/无持续风向≤3级,21
2011-10-03,晴/晴,8,无持续风向微风/无持续风向微风,21
2011-10-04,多云/多云,12,无持续风向≤3级/无持续风向≤3级,21
2011-10-05,晴/晴,10,无持续风向≤3级/无持续风向≤3级,25
2011-10-06,晴/晴,10,无持续风向≤3级/无持续风向≤3级,24
2011-10-07,晴/晴,11,无持续风向≤3级/无持续风向≤3级,25
2011-10-08,多云/多云,15,无持续风向≤3级/无持续风向≤3级,24
2011-10-09,多云/雾,15,无持续风向≤3级/无持续风向≤3级,23
2011-10-10,晴/多云,13,无持续风向≤3级/无持续风向≤3级,22
2011-10-11,多云/多云,14,无持续风向≤3级/无持续风向≤3级,21
2011-10-12,阴/小到中雨,14,无持续风向≤3级/无持续风向≤3级,20
2011-10-13,阵雨/多云,11,无持续风向≤3级/无持续风向≤3级,20
2011-10-14,多云/多云,10,北风3-4级/北风3-4级,19
2011-10-15,晴/晴,10,北风4-5级/北风3-4级,20
2011-10-16,晴/晴,7,无持续风向≤3级/无持续风向≤3级,22
2011-10-17,晴/晴,8,无持续风向≤3级/无持续风向≤3级,20
2011-10-18,晴/晴,10,无持续风向≤3级/无持续风向≤3级,21
2011-10-19,多云/多云,12,无持续风向≤3级/无持续风向≤3级,19
2011-10-20,雾/雾,12,无持续风向≤3级/无持续风向≤3级,20
2011-10-21,雾/雾,11,无持续风向≤3级/无持续风向≤3级,17
2011-10-22,晴/阵雨,13,无持续风向≤3级/无持续风向≤3级,20
2011-10-23,阵雨/多云,5,北风4-5级/北风4-5级,16
2011-10-24,晴/晴,2,北风3-4级/无持续风向≤3级,15
2011-10-25,晴/多云,4,无持续风向≤3级/无持续风向≤3级,16
2011-10-26,小雨/阴,5,无持续风向≤3级/无持续风向≤3级,13
2011-10-27,晴/晴,5,无持续风向≤3级/无持续风向≤3级,16
2011-10-28,晴/多云,6,无持续风向≤3级/无持续风向≤3级,16
2011-10-29,晴/雾,6,无持续风向≤3级/无持续风向≤3级,18
2011-10-30,多云/雾,7,无持续风向≤3级/无持续风向≤3级,17
2011-10-31,多云/小雨,10,无持续风向≤3级/无持续风向≤3级,15
2011-09-01,多云/晴,19,无持续风向≤3级/无持续风向≤3级,28
2011-09-02,多云/晴,20,无持续风向≤3级/无持续风向≤3级,29
2011-09-03,阴/阴,18,无持续风向≤3级/无持续风向≤3级,26
2011-09-04,晴/晴,19,无持续风向≤3级/无持续风向≤3级,29
2011-09-05,晴/晴,20,无持续风向≤3级/无持续风向≤3级,30
2011-09-06,多云/多云,20,无持续风向≤3级/无持续风向≤3级,29
2011-09-07,阴/阴,18,无持续风向≤3级/无持续风向≤3级,26
2011-09-08,多云/阵雨,17,无持续风向≤3级/无持续风向≤3级,24
2011-09-09,多云/小雨,15,无持续风向≤3级/无持续风向≤3级,24
2011-09-10,小雨/阴,13,无持续风向≤3级/无持续风向≤3级,19
2011-09-11,多云/多云,16,无持续风向≤3级/无持续风向≤3级,25
2011-09-12,阴/阴,16,无持续风向≤3级/无持续风向≤3级,24
2011-09-13,多云/雾,18,无持续风向≤3级/无持续风向≤3级,24
